"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","External Voltage","Rear Roll","Rear Heave","Front Heave","Front Roll","InlineAcc","VerticalAcc","RollRate","PitchRate","YawRate","GPS LateralAcc","GPS InlineAcc","GPS Yaw Rate","D4 Gate Driver B","D4 RTD3 Temperat","D3 RTD2 Temperat","D2 RTD1 Temperat","D1 Control Board","D4 Torque Shudde","D3 Motor Tempera","D2 RTD5 Temperat","D1 RTD4 Temperat","D4 Delta Resolve","D3 Electrical Ou","D2 Motor Speed","D1 Motor Angle E","D4 DC Bus Curren","D1 Phase A Curre","D3 Phase C Curre","D2 Phase B Curre","D4 VBC Vq Voltag","D3 VAB Vd Voltag","D2 Output Voltag","D1 DC Bus Voltag","D4 Iq","D3 Id","D2 Flux Feedback","D1 Flux Command","D4 Reference Vol","D3 Reference Vol","D2 Reference Vol","D1 Reference Vol","D7 Direction Com","D6 Inverter Enab","D3 Relay 1 Statu","D3 Relay 3 Statu","D3 Relay 4 Statu","D5 Inverter Comm","D3 Relay 2 Statu","D4 Inverter Run","D2 Inverter Stat","D1 VSM State","D6 Inverter E 01","D4 Inverter Disc","D3 Relay 5 Statu","D6 Start Mode Ac","D3 Relay 6 Statu","D7 BMS Active","D7 BMS Torque Li","D7 Max Speed Lim","D7 Low Speed Lim","D5 Rolling Count","D1 PWM Frequency","D4 Run Fault Hi","D2 Post Fault Hi","D3 Run Fault Lo","D1 Post Fault Lo","D3 Power On Time","D1 Commanded Tor","D2 Torque Feedba","D4 Iq Command","Fast Torque Comm","Fast Torque Feed","Fast Motor Speed","Fast DC Bus Volt","Speed Mode Enabl","Speed Command","Torque Command","Torque Limit Com","D3 Data Command","D1 Parameter  01","SEG1OV","SEG1UV","PEC ERROR","SEG1OT","SEG1UT","SEG2OV","SEG2UT","SEG2OT","SEG2UV","SEG3OV","SEG3UV","SEG3OT","SEG3UT","SEG4OV","SEG4UV","SEG4OT","SEG4UT","SEG5OV","SEG5UV","SEG5OT","SEG5UT","SEG6OV","SEG6UV","SEG6OT","SEG6UT","PACKOC","IMD Fault","D1 HV Input Curr","D2 14V Master Fa","D3 HV Input Curr","D4 DTC Status","D6 14V Monitor","D8 14V Current M","BrakeSensor1","BrakeSensor2","Temperature","APPS1","APPS2","Max Voltage","Min Voltage","Max Voltage Location","Avg Voltage","Min Voltage Location","Max Temperature","Min Temperature Location","Min Temperature","Avg Temperature","Max Temperature Location","Pack Voltage","Pack Current"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","V","mm","mm","mm","mm","g","g","deg/s","deg/s","deg/s","g","g","deg/s","#","#","#","#","°C","#","°C","#","#","#","#","rpm","mm","#","#","#","#","#","#","mV","mV","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","Nm","Nm","#","Nm","#","rpm","#","#","km/h","Nm","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","bar","bar","°C","%","%","mV","mV","#","mV","#","°C","#","°C","°C","#","mV","A"

"29.350","0.2313","15","0.0000","0.0000","-25.2242","11.0135","0.0000","329.7037","23.0850","0.2225","10000.0000","40.86296312","-77.83395357","10.7107","12.8922","33.0563","35.6312","0.0480","0.1069","-1.0049","-0.0960","-0.2236","-0.6654","0.0000","0.0000","0.0000","35.0262","-1000.0000","206.3000","204.9000","33.7735","0.0000","37.9816","-1000.0000","-1000.0000","125.3438","0.0000","0.0000","21.8125","0.0000","0.8344","-1.5531","0.4594","0.7000","-0.6000","0.9000","393.2437","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","133.8310","0.0000","0.5854","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.8406","2.9441","42.0000","-1.1986","-1.4429","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7117","0.3009"
"29.400","0.2092","15","0.0000","0.0000","-24.8508","-12.4472","0.0000","329.7102","23.1000","0.2160","10000.0000","40.86296308","-77.83395367","10.7120","12.8938","33.0250","35.6125","0.0352","0.1064","-1.0049","-0.1014","-0.2123","-0.6313","0.0000","0.0000","0.0000","35.0748","-1000.0000","206.3000","204.9000","33.7245","0.0000","38.1272","-1000.0000","-1000.0000","125.4479","0.0000","0.0000","21.6042","0.0000","0.6781","-0.2510","-0.1135","0.7000","-0.6000","0.9000","393.3479","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","133.8810","0.0000","0.3250","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.6824","2.7858","42.0000","-0.9624","-1.7328","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7191","0.3019"
"29.450","0.1481","15","0.0000","0.0000","-28.5844","-87.9047","0.0000","329.7197","23.1000","0.1960","10000.0000","40.86296301","-77.83395382","10.7120","12.9141","33.0312","35.6500","0.0495","0.1056","-1.0054","-0.1154","-0.2402","-0.5918","0.0000","0.0000","0.0000","35.0762","-1000.0000","206.3000","204.9000","33.7000","0.0000","38.1010","-1000.0000","-1000.0000","125.5260","0.0000","0.0000","21.5000","0.0000","0.5219","-0.4073","-0.2698","0.7000","-0.5740","0.9000","393.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","133.9310","0.0000","0.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.4742","2.5776","42.0000","-0.1022","-0.6253","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7266","0.3029"
"29.500","0.1421","15","0.0000","0.0000","-25.5812","-33.6780","0.0000","329.7257","23.1000","0.2005","10000.0000","40.86296296","-77.83395384","10.7120","12.8906","33.0125","35.6250","0.0503","0.1058","-1.0039","-0.1288","-0.2871","-0.5967","0.0000","0.0000","0.0000","35.0267","-1000.0000","206.3000","204.9000","33.7000","0.0000","37.9030","-1000.0000","-1000.0000","125.5781","0.0000","0.0000","21.5000","0.0000","0.3656","-2.0219","-0.0094","0.7000","-0.5219","0.9000","393.4000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","133.9810","0.0000","0.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.4387","2.5633","42.0000","0.0469","-0.2109","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7341","0.3039"
"29.550","0.1597","15","0.0000","0.0000","-19.6906","76.1276","0.0000","329.7302","23.1000","0.2155","10000.0000","40.86296293","-77.83395379","10.7120","12.9000","33.0312","35.6312","0.0399","0.1068","-1.0049","-0.1097","-0.2909","-0.6152","0.0000","0.0000","0.0000","35.0000","-1000.0000","206.3000","204.9000","33.7000","0.0000","37.8932","-1000.0000","-1000.0000","125.6604","0.0000","0.0000","21.3490","0.0000","0.3000","-2.7906","0.1000","0.7000","-0.5000","0.9000","393.2792","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.0310","0.0000","0.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.4638","2.6172","42.0000","-1.4635","-1.4141","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7416","0.3049"
"29.600","0.1650","15","0.0000","0.0000","-17.4083","14.3916","0.0000","329.7319","23.1000","0.2200","10000.0000","40.86296287","-77.83395379","10.7120","12.9328","33.0563","35.6312","0.0367","0.1078","-1.0049","-0.0796","-0.2540","-0.6128","0.0000","0.0000","0.0000","35.0000","-1000.0000","206.3000","204.9000","33.7000","0.0000","38.0874","-1000.0000","-1000.0000","125.7646","0.0000","0.0000","21.0885","0.0000","0.3000","-2.9469","0.1000","0.7000","-0.5000","0.9000","393.0708","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.0810","0.0000","0.2000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.4006","2.5150","42.0000","-2.3140","-2.1026","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7490","0.3059"
"29.650","0.1650","15","0.0000","0.0000","-16.6724","-120.8621","0.0000","329.7323","23.1000","0.2200","10000.0000","40.86296281","-77.83395380","10.7147","12.9141","33.0375","35.6500","0.0310","0.1071","-1.0049","-0.0881","-0.2535","-0.6427","0.0000","0.0000","0.0000","35.0000","-1000.0000","206.3000","204.9000","33.7000","0.0000","38.1792","-1000.0000","-1000.0000","125.8344","0.0000","0.0000","20.9312","0.0000","0.1281","-3.2062","-0.1750","0.7000","-0.5344","0.9000","393.2062","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.1310","0.0000","0.3063","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3180","2.3785","42.0000","-2.0875","-1.9517","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7565","0.3069"
"29.700","0.1899","15","0.0000","0.0000","-15.4208","-156.0372","0.0000","329.7347","23.1000","0.2235","10000.0000","40.86296273","-77.83395386","10.7180","12.9156","33.0375","35.6500","0.0241","0.1070","-1.0049","-0.1245","-0.2675","-0.6510","0.0000","0.0000","0.0000","35.0000","-1000.0000","206.3000","204.9000","33.7000","0.0000","38.1297","-1000.0000","-1000.0000","125.8865","0.0000","0.0000","20.8271","0.0000","-0.1323","-3.5188","-0.5917","0.7000","-0.5865","0.9000","393.5188","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.1810","0.0000","0.4625","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.2871","2.3390","42.0000","-1.8611","-1.8008","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7640","0.3079"
"29.750","0.2254","15","0.0000","0.0000","-13.9483","-148.3213","0.0000","329.7381","23.1000","0.2285","10000.0000","40.86296265","-77.83395395","10.7200","12.9234","33.0375","35.6000","0.0426","0.1071","-1.0044","-0.0934","-0.2542","-0.6359","0.0000","0.0000","0.0000","34.9816","-1000.0000","206.3000","204.9000","33.7000","0.0000","38.1777","-1000.0000","-1000.0000","125.9771","0.0000","0.0000","20.8000","0.0000","-0.0073","-3.1375","-0.4688","0.7000","-0.6000","0.9000","393.2917","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.2310","0.0000","0.3812","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.2620","2.3103","42.0000","-1.6347","-1.6498","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7715","0.3089"
"29.800","0.2213","15","0.0000","0.0000","-14.6220","-108.7136","0.0000","329.7437","23.1000","0.2195","10000.0000","40.86296267","-77.83395397","10.7200","12.8922","33.0563","35.6312","0.0674","0.1072","-1.0049","-0.0512","-0.2591","-0.6203","0.0000","0.0000","0.0000","34.9330","-1000.0000","206.3000","204.9000","33.7000","0.0000","38.3718","-1000.0000","-1000.0000","126.0812","0.0000","0.0000","20.8000","0.0000","0.2531","-2.5125","-0.1562","0.7000","-0.6000","0.9000","392.8750","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.2810","0.0000","0.2250","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3148","2.3666","42.0000","-1.4083","-1.4989","4.0712","4.0638","65.0000","4.0666","37.0000","29.8500","56.0000","25.4500","16.6400","26.0000","70.7790","0.3099"
"29.850","0.2002","15","0.0000","0.0000","-16.2154","-55.4381","0.0000","329.7502","23.1000","0.2045","10000.0000","40.86296274","-77.83395397","10.7200","12.9078","33.0312","35.6063","0.0322","0.1075","-1.0044","-0.0651","-0.2683","-0.6260","0.0000","0.0000","0.0000","34.9000","-1000.0000","206.3000","204.9000","33.6832","0.0000","38.4327","-1000.0000","-1000.0000","126.0573","0.0000","0.0000","20.9708","0.0000","0.5563","-2.5281","0.2417","0.6573","-0.5573","0.8573","393.1844","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.3310","0.0000","0.4187","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3606","2.4134","42.0000","-1.1887","-1.3258","4.0712","4.0638","65.0000","4.0666","37.0000","29.8504","56.0000","25.4500","16.6400","26.0000","70.7779","0.3096"
"29.900","0.1617","15","0.0000","0.0000","-24.6596","-41.2578","0.0000","329.7525","23.1000","0.1930","10000.0000","40.86296271","-77.83395398","10.7200","12.9094","33.0312","35.6625","0.0555","0.1069","-1.0049","-0.1030","-0.2519","-0.6407","0.0000","0.0000","0.0000","34.9000","-1000.0000","206.3000","204.9000","33.6337","0.0000","38.2347","-1000.0000","-1000.0000","126.0052","0.0000","0.0000","21.1792","0.0000","0.8688","-2.6844","0.6583","0.6052","-0.5052","0.8052","393.6531","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.3810","0.0000","0.6792","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.3067","2.3309","42.0000","-1.0481","-0.8988","4.0712","4.0638","65.0000","4.0666","37.0000","29.8509","56.0000","25.4500","16.6400","26.0000","70.7754","0.3091"
"29.950","0.1156","15","0.0000","0.0000","-36.0399","-43.8327","0.0000","329.7529","23.1000","0.1830","10000.0000","40.86296265","-77.83395399","10.7200","12.9187","33.0375","35.6813","0.0352","0.1058","-1.0059","-0.0999","-0.2710","-0.6437","0.0000","0.0000","0.0000","34.9146","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.1000","-1000.0000","-1000.0000","126.0000","0.0000","0.0000","21.1531","0.0000","1.0406","-2.5594","0.4187","0.6469","-0.5469","0.8469","393.4656","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.4310","0.0000","0.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.2570","2.2615","42.0000","-0.8524","-0.4762","4.0712","4.0638","65.0000","4.0666","37.0000","29.8514","56.0000","25.4500","16.6400","26.0000","70.7729","0.3086"
"30.000","0.1040","15","0.0000","0.0000","-37.9629","12.2862","0.0000","329.7513","23.1000","0.1870","10000.0000","40.86296260","-77.83395395","10.7200","12.9016","33.0375","35.6813","0.0353","0.1058","-1.0049","-0.0943","-0.3092","-0.5996","0.0000","0.0000","0.0000","34.9631","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.1000","-1000.0000","-1000.0000","126.0000","0.0000","0.0000","21.1010","0.0000","1.1969","-2.4031","0.1063","0.6990","-0.5990","0.8990","393.2052","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.4810","0.0000","0.7000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.2292","2.2615","42.0000","-0.3676","-0.0772","4.0712","4.0638","65.0000","4.0666","37.0000","29.8519","56.0000","25.4500","16.6400","26.0000","70.7704","0.3081"
"30.050","0.1071","15","0.0000","0.0000","-35.8328","93.5595","0.0000","329.7488","23.1000","0.1970","10000.0000","40.86296256","-77.83395390","10.7200","12.9062","33.0875","35.6250","0.0369","0.1067","-1.0039","-0.0957","-0.3046","-0.6008","0.0000","0.0000","0.0000","34.9881","-1000.0000","206.3000","204.9000","33.6120","0.0000","38.0614","-1000.0000","-1000.0000","126.0000","0.0000","0.0000","20.8958","0.0000","0.8938","-2.7062","0.1000","0.7000","-0.6000","0.9000","393.0979","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.5310","0.0000","0.5437","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.2063","2.2615","42.0000","-0.1091","0.0855","4.0712","4.0638","65.0000","4.0666","37.0000","29.8524","56.0000","25.4500","16.6400","26.0000","70.7679","0.3076"
"30.100","0.1265","15","0.0000","0.0000","-25.8961","117.9019","0.0000","329.7558","23.1350","0.2035","10000.0000","40.86296249","-77.83395391","10.7207","12.8906","33.0250","35.6312","0.0456","0.1066","-1.0039","-0.0804","-0.2704","-0.6310","0.0000","0.0000","0.0000","34.9386","-1000.0000","206.3000","204.9000","33.6620","0.0000","37.9129","-1000.0000","-1000.0000","126.0000","0.0000","0.0000","20.7031","0.0000","0.5906","-3.0000","0.1094","0.6969","-0.5969","0.8969","393.0125","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","134.5810","0.0000","0.3958","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.2063","2.2615","42.0000","-0.8818","-0.8287","4.0712","4.0638","65.0000","4.0666","37.0000","29.8529","56.0000","25.4500","16.6400","26.0000","70.7654","0.3071"
